NOME;PONTUACAO;COMENTARIO;LOCAL;TIPO;TEMPO_ESPERA;BUSCA_ID
Distribuidora Lisboa;4.1;23 comentários;Distribuidora Lisboa - R. Visc. Sabóia, 116 - Centro, Fortaleza - CE, 60030-090;Depósito em Fortaleza, Ceará;;drive thru
Tele Eletrônica Som e Instrumentos Musicais;4.5;939 comentários;R. Pedro Pereira, 518 - Centro, Fortaleza - CE, 60035-000;Loja de instrumentos musicais em Fortaleza, Ceará;20 min a 1 h;drive thru
Almeida Costura;4.9;295 comentários;R. Pedro 1, 587 - Centro, Fortaleza - CE, 60035-100;Loja de máquinas de costura em Fortaleza, Ceará;;drive thru
Espaço Herbalife Nutrition - @EVSSETPLUS;5.0;2 comentários;Edifício Palácio Progresso - R. Pedro Borges, 33 - 3° andar sala 303 - Centro, Fortaleza - CE, 60055-110;Casa de chá;;drive thru
Fortaleza, Ceará;;;Rodolfo Teófilo, Fortaleza - CE, 60430-120;;;drive thru
ÓPTICA SUPER VISION - Óculos de grau, Lentes de Contato e Exame de Vista.;5.0;13 comentários;R. Pedro Pereira, 460 - sala 314, 3ºandar - Centro, Fortaleza - CE, 60035-000;Ótica em Fortaleza, Ceará;;drive thru
Fortaleza Ceará;;;R. K Lt Cidade Verde, 63 - São Bento, Fortaleza - CE, 60875;;;drive thru
Fortaleza Ceará;;;Rua Nossa Senhora de Fátima, 1827 - Canindezinho, Fortaleza - CE, 60731-455;;;drive thru
Bellatex;4.7;96 comentários;Avenida Imperador, 666 - Centro, Fortaleza - CE, 60015-050;Loja de tecidos em Fortaleza, Ceará;20 min a 1 h;drive thru
Dental Fortaleza Ltda;4.6;13 comentários;Rua do Rosário, 46 - Centro, Fortaleza - CE, 60055-090;Loja de produtos odontológicos em Fortaleza, Ceará;;drive thru
ÓTICA DIGITAL;4.8;4 comentários;R. da Assunção, 517 - José Bonifacio, Fortaleza - CE, 60050-010;Ótica em Fortaleza, Ceará;;drive thru
Wlb Adesivos;4.0;65 comentários;rua general clarindo de queiroz 862, R. Gen. Clarindo de Queiroz, 976 - Centro, Fortaleza - CE, 60035-130;Loja de peças para motocicletas em Fortaleza, Ceará;;drive thru
Center Suplementos;4.6;82 comentários;R. Barão do Rio Branco, 1737 - Centro, Fortaleza - CE, 60025-061;Loja de vitaminas e suplementos;;drive thru
Oliveira Água;;;R. Barão de Aratanha, 438 - José Bonifacio - Centro, Fortaleza - CE, 60050-071;;;drive thru
Ótica Safira Conceito;5.0;2 comentários;R. Pedro Pereira, 491 - Centro, Fortaleza - CE, 60035-000;Ótica em Fortaleza, Ceará;;drive thru
Miss Justi / Loja infantil / Centro Fashio Fortaleza;5.0;2 comentários;Avenida Filomeno Gomes, 4030. Setor Azul, Rua Governador Sampaio, 1155 - Jacarecanga, Fortaleza - CE, 60010-280;Loja de moda infantil em Fortaleza, Ceará;;drive thru
Óculos em Foco Centro;5.0;194 comentários;R. Barão do Rio Branco, 1236 - Sala 308 - Centro, Fortaleza - CE, 60025-060;Ótica em Fortaleza, Ceará;;drive thru
Vilmar Motos;4.3;114 comentários;R. Gen. Clarindo de Queiroz, 1000 - Centro, Fortaleza - CE, 60035-130;Loja de peças para motocicletas em Fortaleza, Ceará;20 min;drive thru
WL Móveis & Colchões;5.0;5 comentários;R. Edgar Borges, 81 - Centro, Fortaleza - CE, 60050-000;Loja de móveis em Fortaleza, Ceará;;drive thru
mendes moda fitnnes;;;R. Franklin Távora - Centro, Fortaleza - CE, 60150-110;;;drive thru
Lima Ateliê: Serviços de Bordado, Tecidos, Aviamentos e Artesanato;4.1;7 comentários;R. Pedro 1, 618 - Centro, Fortaleza - CE, 60035-100;Loja de bordados em Fortaleza, Ceará;;drive thru
Ótica Ágape;5.0;5 comentários;R. Pedro Pereira, 208 - Centro, Fortaleza - CE, 60035-000;Ótica em Fortaleza, Ceará;;drive thru
Fortaleza Hospitalar;4.5;16 comentários;R. Barão do Rio Branco, 1889 - Centro, Fortaleza - CE, 60025-062;Loja de artigos hospitalares em Fortaleza, Ceará;;drive thru
Carimbos Automáticos Carimbos Madeira em Geral;5.0;Um comentário;ao Lado do Bradesco dos Peixinhos, R. Barão do Rio Branco, 1302 - Centro, Fortaleza - CE, 60000-000;Loja de móveis para escritório em Fortaleza, Ceará;;drive thru
Itibaby;4.4;18 comentários;R. Edgar Borges, 54 - Centro, Fortaleza - CE, 60050-000;Loja infantil em Fortaleza, Ceará;25 min a 1,5 h;drive thru
Armarinho em Fortaleza | Cia do Ziper - Centro - Fortaleza-CE;;;R. Pedro 1, 596 - Centro, Fortaleza - CE, 60035-100;;;drive thru
Beiramar Tintas Ltda;4.9;32 comentários;Av. Dom Manuel, 1096 - Centro, Fortaleza - CE, 60060-091;Loja de tintas em Fortaleza, Ceará;;drive thru
Narciso Enxovais;4.2;120 comentários;R. Gen. Sampaio, 1003 - Centro, Fortaleza - CE, 60020-030;Loja de artigos domésticos em Fortaleza, Ceará;15 min;drive thru
SCOTCH a marca do gato;;;Rua Governador Sampaio, n 125 - Centro, Fortaleza - CE, 60055-050;;;drive thru
Power EPI;4.2;34 comentários;Av. Domingos Olímpio, 230 - José Bonifacio, Fortaleza - CE, 60060-360;Loja em Fortaleza, Ceará;20 min;drive thru
UpGrade Representações;5.0;Um comentário;R. Bento Albuquerque, 2300 - Cocó, Fortaleza - CE, 60192-050;Loja de autopeças em Fortaleza, Ceará;;drive thru
MAG Móveis Corporativos;4.6;42 comentários;Av. Dom Manuel, 1180 - Centro, Fortaleza - CE, 60060-091;Loja de móveis para escritório em Fortaleza, Ceará;;drive thru
Potência Suplementos;5.0;5 comentários;Alameda das Bogaris, 320 - Quadra 31 - Cidade 2000, Fortaleza - CE, 60190-220;Loja em Fortaleza, Ceará;;drive thru
Joias no centro de Fortaleza;5.0;5 comentários;edifício palácio do sol - Rua Solon Pinheiro, 116 - Centro, Fortaleza - CE, 60050-040;Joalheria especializada em itens personalizados em Fortaleza, Ceará;;drive thru
Ramos Construir - Pedro I;4.6;19 comentários;Rua Pedro I n,658, Fortaleza - CE, 60035-100;Loja de materiais de construção em Fortaleza, Ceará;;drive thru
Ceara;1.0;Um comentário;R. Joaquim Alves - Meireles, Fortaleza - CE, 60060-330;Mercado em Fortaleza, Ceará;;drive thru
Master Lentes;5.0;Um comentário;R. Pedro Pereira, 460 - Sala 309 - Centro, Fortaleza - CE, 60035-000;Ótica em Fortaleza, Ceará;;drive thru
LN Material Grafico;4.7;6 comentários;R. da Assunção, 420 - Centro, Fortaleza - CE, 60712-020;Loja em Fortaleza, Ceará;;drive thru
SESI Parangaba;;;Av. João Pessoa, 6754 - Parangaba, Fortaleza - CE, 60721-340;Clube em Fortaleza, Ceará;;drive thru
Óticas Baratão dos Óculos;5.0;59 comentários;R. Pedro Pereira, 170 - Centro, Fortaleza - CE, 60035-000;Ótica em Fortaleza, Ceará;;drive thru
Bazardasfestas;;;R. Edgar Borges, 40 - Centro, Fortaleza - CE, 60050-000;;15 min;drive thru
Hotel Excelsior;4.5;38 comentários;R. Guilherme Rocha, 172 - Centro, Fortaleza - CE, 60030-140;Atração turística em Fortaleza, Ceará;;drive thru
D Prado Distribuidora de Armações;;;Condomínio Edifício Alvorada - Rua Perboyre e Silva, 111 - 4° andar, sala 408 - Centro, Fortaleza - CE, 60030-200;;;drive thru
Loja das Clínicas - Fortaleza;4.0;4 comentários;R. Barão do Rio Branco, 1899 - Panamericano, Fortaleza - CE, 60025-061;Loja de artigos hospitalares em Fortaleza, Ceará;;drive thru
Ceará;5.0;Um comentário;Av. Washington Soares, 999 - Edson Queiroz, Fortaleza - CE, 60811-341;Agência de turismo em Fortaleza, Ceará;;drive thru
Loja Luz do Dia;4.0;Um comentário;R. Pedro 1, 723 - Centro, Fortaleza - CE, 60035-100;Loja de materiais elétricos em Fortaleza, Ceará;;drive thru
Ursula Arte Reborn;;;MORADA NOVA, CE, 60025-140;;;drive thru
fortaleza ceará;;;R. Rio Araguaia, 722 - Jardim Iracema, Fortaleza - CE, 60340-000;;;drive thru
Family Skateboard Shop - Centro;;;R. dos Tabajaras, 544 - Praia de Iracema, Fortaleza - CE, 60060-510;;;drive thru
Império Suplementos;;;Av. Duque de Caxias, 701 - Centro, Fortaleza - CE, 60035-110;;;drive thru
Ferrovia Ótica;4.8;4 comentários;R. Pedro Pereira, 213 - Centro, Fortaleza - CE, 60035-000;Ótica em Fortaleza, Ceará;;drive thru
Otica Mb vision óculos de grau alianças, lentes de contatos;5.0;Um comentário;R. Pedro Pereira, 218 B - Centro, Fortaleza - CE, 60035-000;Ótica em Fortaleza, Ceará;;drive thru
️ Ótica em Fortaleza | Ótica Eva;5.0;Um comentário;R. Pedro Pereira, 460 - Sala 205 - Centro, Fortaleza - CE, 60035-000;Ótica em Fortaleza, Ceará;;drive thru
Fortaleza Ceará;;;Fortaleza - Zone 1, Fortaleza - CE;;;drive thru
Loja de Presentes em Fortaleza | Vania’s Presentes;5.0;3 comentários;Rua Barão do Rio Branco, 1182, loja-16 Shopping Camelo 2 - Centro, Fortaleza - CE, 60025-060;Loja de presentes em Fortaleza, Ceará;;drive thru
Casa do LED | Refletor Led, Lâmpada Led, Plafon Sobrepor Led, Plafon Embutir Led, Fita Led, Tubular Led, Spot Dicroica Led;4.7;40 comentários;Rua 24 de Maio, 926 - Centro, Fortaleza - CE, 60020-000;Loja de iluminação em Fortaleza, Ceará;25 min;drive thru
Dourados Musical;4.4;283 comentários;R. Pedro Pereira, 620 - Centro, Fortaleza - CE, 60035-000;Loja de instrumentos musicais em Fortaleza, Ceará;;drive thru
R2 ÓTICA;;;R. Edgar Borges, 77 - Loja 19 - Centro, Fortaleza - CE, 60050-000;;;drive thru
Fortaleza Ceará;;;Av. Bernardo Manuel, 7200 - Serrinha, Fortaleza - CE, 60741-280;;;drive thru
SESI Clínica Centro;4.3;455 comentários;R. Padre Ibiapina, 1449 - Jacarecanga, Fortaleza - CE, 60010-690;Clínica especializada em Fortaleza, Ceará;;drive thru
Hospital Geral Dr. César Cals;4.1;316 comentários;Avenida Imperador, 545 - Centro, Fortaleza - CE, 60015-152;Hospital público em Fortaleza, Ceará;;drive thru
UPA ITAPERI;2.4;75 comentários;R. Betel, sn - Dendê, Fortaleza - CE;Pronto atendimento em Fortaleza, Ceará;;drive thru
Fortaleza Ceará;;;R. Beatriz, 365 - Cajazeiras, Fortaleza - CE, 60862-700;;;drive thru
Escola de Saúde Pública do Ceará (ESP/CE);;;Av. Antônio Justa, 3161 - Meireles, Fortaleza - CE, 60165-090;;;drive thru
Fortaleza;;;13 de abril de 1726;;;drive thru
Ceará;;;R. Lucas Maia, 170 - Canindezinho, Fortaleza - CE, 60733-372;;;drive thru
Fortaleza;;;Jardim Violeta, Zone 1, Uruguatuba, Colonia;;;drive thru
Hospital Infantil Albert Sabin;4.2;391 comentários;R. Tertuliano Sales, 544 - Vila União, Fortaleza - CE, 60410-794;Hospital infantil em Fortaleza, Ceará;;drive thru
Ilumina Led;5.0;9 comentários;R. Pedro Pereira, 251 - Centro, Fortaleza - CE, 60035-000;Loja de iluminação em Fortaleza, Ceará;;drive thru
Vibe café;3.6;8 comentários;Rua Manuel Queirós, 511A - Cocó, Fortaleza - CE, 60192-220;Cafeteria;;drive thru
