NOME,PONTUACAO,COMENTARIO,LOCAL,TIPO,TEMPO_ESPERA,BUSCA_ID
Coco Bambu Sul,4.6,12.189 comentários,"R. República da Armênia, 1154 - Parque Manibura, Fortaleza - CE, 60821-760",$$$,"1,5-3 horas",restaurante
Sintra Gourmet,4.8,20 comentários,"R. Joaquim Nabuco, 161 - Meireles, Fortaleza - CE, 60125-120",Restaurante self-service,30 min,restaurante
Nova Casa,4.5,2.960 comentários,"R. Joaquim Nabuco, 1800 - Aldeota, Fortaleza - CE, 60125-055",$$,30 min,restaurante
El Chancho Aldeota,4.6,3.872 comentários,"R. Leonardo Mota, 1477 - Aldeota, Fortaleza - CE, 60170-041",$$,45 min a 2 h,restaurante
Divina Comida,4.5,2.920 comentários,"Rua Torres Câmara, 135 - Aldeota, Fortaleza - CE, 60150-060",$$,"30 min a 1,5 h",restaurante
Vignoli | Silva Jatahy,4.5,1.717 comentários,"Rua Silva Jatahy, 529 - Meireles, Fortaleza - CE, 60165-070",$$$,1-2 horas,restaurante
K-BaB,4.8,702 comentários,"Av. Desembargador Moreira, 90 - Meireles, Fortaleza - CE, 60170-000",$$,"45 min a 1,5 h",restaurante
Restaurante Boa Mistura,4.5,102 comentários,"Rua Dom Joaquim, 46 - Centro, Fortaleza - CE, 60110-100",$,30 min,restaurante
Restaurante Aconchego do Mar,4.3,37 comentários,"Av. Dioguinho, 5810 - Vicente Pinzon, Fortaleza - CE, 60183-706",Restaurante,15-45 min,restaurante
Domino's Pizza,4.3,242 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",$$,,restaurante
L'Ô Restaurante,4.7,901 comentários,"Av. Pessoa Anta, 217 - Praia de Iracema, Fortaleza - CE, 60060-440",Restaurante,,restaurante
Restaurante Fogão150,4.0,231 comentários,"R. Barão de Aracati, 150 - Meireles, Fortaleza - CE, 60115-080",$$,,restaurante
Tempero do Mangue,4.4,1.771 comentários,"R. Valdir Bezerra, 100 - Sabiaguaba, Fortaleza - CE, 60835-795",$$$,,restaurante
La Bella Italia,4.5,1.337 comentários,"Av. Almirante Barroso, 812 - Praia de Iracema, Fortaleza - CE, 60060-440",$$,1-2 horas,restaurante
Restaurante Caicó Papicu,4.5,1.809 comentários,"R. Eduardo Sabóia, 228 - Papicu, Fortaleza - CE, 60175-145",$$,"30 min a 1,5 h",restaurante
Misaki - Restaurante Japonês Contemporâneo em Fortaleza,4.6,736 comentários,"Shopping Jardins Open Mall Avenida Desembargador Moreira, 1011 Aldeota Fortaleza CE 60170-001, Av. Desembargador Moreira, 1011 - Aldeota, Fortaleza - CE, 60160-230",$$$$,"10 min a 1,5 h",restaurante
Restaurante Self Service - Mosaico Restaurante,4.5,294 comentários,"R. Francisco Holanda, 609 - 706 - Dionísio Torres, Fortaleza - CE, 60130-140",$,30 min,restaurante
Culinária da Van,4.5,3.309 comentários,"R. Waldery Uchôa, 260 - Benfica, Fortaleza - CE, 60020-110",$$,"1-2,5 horas",restaurante
Le Marché,4.5,310 comentários,"Praça Pelotas, 41 - Centro, Fortaleza - CE, 60110-210",Restaurante francês,,restaurante
Novos Boêmios,4.7,527 comentários,"R. João Cordeiro, 219 - Meireles, Fortaleza - CE, 60110-355",$$,,restaurante
Aconchego Bistrô Cearense,4.5,120 comentários,"R. Dr. João Moreira, 143 - Centro, Fortaleza - CE, 60030-000",Restaurante,1-2 horas,restaurante
Restaurante Mareiro,4.3,53 comentários,"Av. Beira Mar, 2380 - Meireles, Fortaleza - CE, 60165-121",Restaurante,,restaurante
Pasto e Pizzas,4.6,704 comentários,"Av. Júlio Abreu, 160 - Varjota, Fortaleza - CE, 60160-240",Restaurante,1-2 horas,restaurante
Frigideira do Jonny Self Service,4.6,2.259 comentários,"R. Joaquim Nabuco, 1900 - Aldeota, Fortaleza - CE, 60125-055",$$,45 min,restaurante
"Cinco Sentidos Bistrô: Restaurante, Gastronomia, Drinks, Vinhos em Fortaleza CE",4.3,12 comentários,"Rua Professor Dias da Rocha, 579 - Meireles, Fortaleza - CE, 60170-310",Restaurante,"1,5-3 horas",restaurante
Anzio Gastronomia,4.5,517 comentários,"Travessa Acaraú, 39 - Meireles, Fortaleza - CE, 60160-180",$$,,restaurante
Carbone Steakhouse,4.6,532 comentários,"Av. Desembargador Moreira, 1300 - Aldeota, Fortaleza - CE, 60191-156",$$$,"1,5-2,5 horas",restaurante
Colosso Fortaleza,4.5,716 comentários,"Av. Hermenegildo Sá Cavalcante, s/n - Edson Queiroz, Fortaleza - CE, 60811-665",$$$$,,restaurante
Mangusta Restaurante e Pizzaria,4.8,77 comentários,"R. da Assunção, 1195 - José Bonifacio, Fortaleza - CE, 60040-230",Restaurante,,restaurante
Churrascaria JP Steakhouse Fortaleza,4.6,3.519 comentários,"Av. Beira Mar, 2500 - Loja 9 - Meireles, Fortaleza - CE, 60165-120",$$$,"1,5-3 horas",restaurante
Domino's Pizza,4.2,764 comentários,"Av. Treze de Maio, 825 - Fátima, Fortaleza - CE, 60040-531",$$,20 min a 1 h,restaurante
O Capo,4.2,318 comentários,"R. Barão de Aracati, 50 - Praia de Iracema, Fortaleza - CE, 60115-080",Restaurante italiano,,restaurante
Conimaki,4.2,619 comentários,"Rua Canuto de Aguiar, 1368 - Meireles, Fortaleza - CE, 60160-120",$$$,,restaurante
Restaurante Amaral (o goiano),4.1,53 comentários,"Av. César Cals, 953 - Vicente Pinzon, Fortaleza - CE, 60182-035",Restaurante,25 min,restaurante
Zoá Gastrobar,4.7,53 comentários,"R. Visc. de Mauá, 2217 - Dionísio Torres, Fortaleza - CE, 60125-161",Restaurante,45 min a 2 h,restaurante
Pepe nero Bistrô,4.4,366 comentários,"Av. Pres. Castelo Branco, 158 - Centro, Fortaleza - CE",$$,"45 min a 2,5 h",restaurante
Mar de Lima,4.8,39 comentários,"Rua Frei Mansueto, 1130 - Varjota, Fortaleza - CE, 60175-070",Restaurante,"1-2,5 horas",restaurante
Restaurante Fiorentina,4.0,65 comentários,"R. Osvaldo Cruz, 8 - Praia de Iracema, Fortaleza - CE, 60125-150",Restaurante,,restaurante
Barraca da Boa,4.2,7.976 comentários,"Av. Beira Mar, 2571 - Meireles, Fortaleza - CE, 60165-121",$$,,restaurante
Restaurante Sesc João Cordeiro,4.8,144 comentários,"R. João Cordeiro, 933 - Aldeota, Fortaleza - CE, 60110-301",$,30 min,restaurante
Restaurante Fortaleza,,,"R. Clodoaldo Arruda, 250 - Cambeba, Fortaleza - CE, 60822-375",,,restaurante
Bruta Flor,4.6,137 comentários,"R. Antônio Augusto, 806 - Meireles, Fortaleza - CE, 60110-370",$$,"1,5-3 horas",restaurante
Restaurante da Boró - Comida Caseira,5.0,2 comentários,"R. dos Aprendizes Marinheiros, 300 - Moura Brasil, Fortaleza - CE, 60015-220",Restaurante de comida caseira,,restaurante
Barraca Terra do Sol,4.5,6.280 comentários,"Av. Clóvis Arrais Maia, 5295 - Praia do Futuro II, Fortaleza - CE, 60182-026",$$,,restaurante
Restaurante Frederico,4.4,1.166 comentários,"Rua Dr. José Lourenço, 504 - Meireles, Fortaleza - CE, 60115-280",$$,,restaurante
Cantina Primu's,4.1,164 comentários,"R. Guilherme Rocha, 52 - Centro, Fortaleza - CE, 60030-140",$,,restaurante
Chale Suíça Carnes e Fondue,4.3,127 comentários,"R. Pereira Filgueiras, 1645 - Aldeota, Fortaleza - CE, 60160-150",$$$,,restaurante
Nem Restaurante,4.7,43 comentários,"Centro, Fortaleza - CE, 60035-130",Restaurante,,restaurante
Lagostinne Fortaleza,4.4,181 comentários,"Rua Frei Mansueto, 1225 - Varjota, Fortaleza - CE, 60175-157",Restaurante japonês,"1,5-2,5 horas",restaurante
Restaurante Le Pritaf,1.6,10 comentários,"Av. Alberto Nepomuceno, 199 - Centro, Fortaleza - CE, 60055-000",Restaurante,,restaurante
Restaurante Fanfan,4.6,78 comentários,"R. Meton de Alencar, 522 - Centro, Fortaleza - CE, 60030-160",Restaurante,25 min a 1 h,restaurante
Nhamy Nhamy Mercado Saudável,4.9,19 comentários,"Av. Viena Weyne, 370 - loja 10 - Cambeba, Fortaleza - CE, 60822-180",Restaurante,"20 min a 1,5 h",restaurante
De Babo Restaurante,4.6,171 comentários,"Rua do Rosário, 86 - Centro, Fortaleza - CE, 60135-050",Restaurante,,restaurante
Costa | Bar e Restaurante,4.5,247 comentários,"R. Costa Barros, 1199 - Aldeota, Fortaleza - CE, 60160-190",$,25 min a 1 h,restaurante
Restaurante Compasso Gourmet,4.5,356 comentários,"R. Pedro 1, 349 - Centro, Fortaleza - CE, 60035-100",$$,30 min,restaurante
Churrascaria Picui Prime Cidade 2000,4.5,1.327 comentários,"R. Andrade Furtado, 2520 - Cidade 2000, Fortaleza - CE, 60191-345",$$,,restaurante
VILLELÔ,,,"Av. da Abolição, 2324 - Meireles, Fortaleza - CE, 60165-080",,,restaurante
Comes e Bebes Restaurante,4.4,138 comentários,"R. Barão do Rio Branco, 783 - Centro, Fortaleza - CE, 60025-060",Restaurante self-service,25 min,restaurante
Zé Tropeiro - Culinária Mineira,4.5,440 comentários,"Rua Isac Meyer, 211 - Meireles, Fortaleza - CE, 60160-200",$$,"1-2,5 horas",restaurante
Aki Asian Kitchen,4.5,386 comentários,"R. Leonardo Mota, 753 - Meireles, Fortaleza - CE, 60170-040",Restaurante asiático,"1-2,5 horas",restaurante
Varanda Tropical,4.2,1.171 comentários,"Av. Monsenhor Tabosa, 714 - Praia de Iracema, Fortaleza - CE, 60165-010",$$,,restaurante
Restaurante O Brazão,4.4,2.972 comentários,"R. João Cordeiro, 43 - Praia de Iracema, Fortaleza - CE, 60110-300",$$,,restaurante
Grelha Sul Restaurante,4.4,74 comentários,"Av. Borges de Melo, 1643 - Parreão, Fortaleza - CE, 60410-335",Restaurante fast-food,,restaurante
Ossobuco Self-Service Restaurante e Lanches,4.5,1.139 comentários,"Av. Treze de Maio, 1200 - Sala 1701 - Fátima, Fortaleza - CE, 60040-530",$$,30 min,restaurante
Churrascaria Nativas Grill Fortaleza,4.5,3.043 comentários,"Av. Dom Luís, 1219 - Meireles, Fortaleza - CE, 60160-230",$$,"1,5-3 horas",restaurante
Kina do Feijão Verde - Aldeota,4.6,6.925 comentários,"Rua João Cordeiro, R. Pero Coelho, 1697 - Aldeota, Fortaleza - CE, 60110-301",$$,1-2 horas,restaurante
Sabará Restaurante,4.5,113 comentários,"R. Floriano Peixoto, nº814 - Centro, Fortaleza - CE, 60025-130",$,,restaurante
Le Lis Café e Restaurante.,2.3,6 comentários,"R. Barão de Aracati, 145 - Meireles, Fortaleza - CE, 60115-080",Restaurante,,restaurante
Inhamuns Restaurante,4.7,20 comentários,"R. Ildefonso Albano, 1261 - Aldeota, Fortaleza - CE, 60115-000",Restaurante self-service,,restaurante
La Marine,4.6,92 comentários,"Av. Pres. Castelo Branco, 400 - Moura Brasil, Fortaleza - CE, 60312-060",Restaurante,,restaurante
Restaurante Kilo & Kilo,4.0,33 comentários,"Rua do Rosário, 120 - Centro, Fortaleza - CE, 60055-090",Restaurante self-service,30 min,restaurante
Bom Pasto,4.4,128 comentários,"R. Rocha Lima, 166 - Centro, Fortaleza - CE, 60135-000",Restaurante self-service,30 min,restaurante
PaellaDonpepe,4.5,107 comentários,"R. Ildefonso Albano, 603 - Meireles, Fortaleza - CE, 60115-000",Restaurante espanhol,,restaurante
Aipos Restaurante,5.0,3 comentários,"Rua Solon Pinheiro, 464 - Centro, Fortaleza - CE, 60050-040",Restaurante,,restaurante
Casa do Alfajor,4.3,12 comentários,"R. Dragão do Mar, 10 - Centro, Fortaleza - CE, 60060-390",Restaurante,,restaurante
Ryori,4.7,366 comentários,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60811-341",Restaurante japonês,15 min a 1 h,restaurante
Restaurante Cinco Estrelas,4.3,51 comentários,"Mercado São Sebastião - R. Gen. Clarindo de Queiroz, 1745 - Centro, Fortaleza - CE, 60010-690",Restaurante,,restaurante
Restaurante e Lanchonete Cartaxo,,,"Rua Bárbara de Alencar, 940 - Centro, Fortaleza - CE, 60140-025",,,restaurante
Floresta Bar,4.6,11.702 comentários,"Av. Santos Dumont, 1788 - Aldeota, Fortaleza - CE, 60150-160",$$,"2-3,5 horas",restaurante
Iracema's Grill,4.1,15 comentários,"R. Xavier de Castro, 72 - Praia de Iracema, Fortaleza - CE, 60060-660",Restaurante,,restaurante
RESTAURANTE BRITTO'S,4.3,136 comentários,"R. São Paulo, 425 - Centro, Fortaleza - CE, 60030-100",$,30 min,restaurante
Camarão To Go,4.4,135 comentários,"R. Barão de Aracati, 1473 A - Aldeota, Fortaleza - CE, 60115-081",Restaurante de frutos do mar,,restaurante
Caravelle,4.3,1.384 comentários,"Av. Luciano Carneiro, 1936 - Vila União, Fortaleza - CE, 60410-691",Restaurante,"25 min a 1,5 h",restaurante
Restaurante,,,"Avenida Imperador, 880 - Centro, Fortaleza - CE, 60015-050",,,restaurante
Hanna's Restaurante | Self Service | Centro,4.4,1.332 comentários,"R. Major Facundo, 736 - Centro, Fortaleza - CE, 60025-100",$$,45 min,restaurante
Picanha do Lessa,4.2,471 comentários,"R. Meton de Alencar, 199 - Centro, Fortaleza - CE, 60035-160",$,30 min a 1 h,restaurante
Pier 95 Bar e Restaurante.,5.0,2 comentários,"R. dos Pacajús, 95 - Praia de Iracema, Fortaleza - CE, 60060-520",Restaurante,,restaurante
Espaço Máxima Buffet \Restaurante,4.2,163 comentários,"R. Carolina Sucupira, 939 - Aldeota, Fortaleza - CE, 60140-120",Restaurante,,restaurante
Restaurante e lanchonete barraca da amada,5.0,Um comentário,"Shooping Floriano - R. Floriano Peixoto, 176 - Centro, Fortaleza - CE, 60025-130",Restaurante,,restaurante
Churrascaria Gheller,4.2,6.678 comentários,"Av. Monsenhor Tabosa, 825 - Praia de Iracema, Fortaleza - CE, 60165-011",$$,,restaurante
"Orla Praia Club: Restaurante, Barraca de Praia, Drinks, Happy Hour, Fortaleza CE",4.1,114 comentários,"Av. Clóvis Arrais Maia, 3005 - Praia do Futuro, Fortaleza - CE, 60183-694",Restaurante,,restaurante
Estaleiro do Gaúcho,4.1,579 comentários,"Av. Beira Mar, 4436 - Loja 7 e 8 - Mucuripe, Fortaleza - CE, 60165-121",$$,,restaurante
Dom Tiziano,4.4,155 comentários,"R. Floriano Peixoto, 799 - Centro, Fortaleza - CE, 60025-131",Restaurante self-service,30 min,restaurante
Comida Porreta,4.2,40 comentários,"Av. Almirante Barroso, 668 - Praia de Iracema, Fortaleza - CE, 60060-440",Restaurante self-service,,restaurante
AQuitanda,4.6,523 comentários,"R. Waldery Uchôa, 230 - Benfica, Fortaleza - CE, 60020-110",Restaurante,1-3 horas,restaurante
Donastela Massas e Recheios,3.7,3 comentários,"R. Major Facundo, 897 - Centro, Fortaleza - CE, 60025-100",Restaurante italiano,,restaurante
Mabel Restaurante,4.7,20 comentários,"BR-116, 5271 - Alto da Balança, Fortaleza - CE, 60823-105",Restaurante,,restaurante
"Seu Conrado Monte Castelo: Restaurante, Cozinha Brasileira, Boteco em Fortaleza CE",4.7,1.367 comentários,"R. Conrado Cabral, 711 - Monte Castelo, Fortaleza - CE, 60325-440",$$,"1-2,5 horas",restaurante
Del Plata Pastas,4.9,128 comentários,"Rua Santa Maria, 2 - José Bonifacio, Fortaleza - CE, 60025-110",Restaurante,"1,5 horas",restaurante
Tropical Restaurante,4.4,91 comentários,"R. da Assunção, 16 - Centro, Fortaleza - CE, 60050-010",$,20-45 min,restaurante
Bom Prato,4.3,412 comentários,"Rua General Bezerril, 503 - Centro, Fortaleza - CE, 60055-100",$$,,restaurante
Carneiro do Ordones,4.6,26.480 comentários,"R. Azevedo Bolão, 571 - Parquelândia, Fortaleza - CE, 60450-675",$$,"1-2,5 horas",restaurante
Arcos Comidas e Bebidas,4.4,708 comentários,"R. Padre Mororó, 2342 - Farias Brito, Fortaleza - CE, 60015-221",$$,"30 min a 1,5 h",restaurante
Cantina Primu's Self-Service,4.4,219 comentários,"R. Barão do Rio Branco, 1469 - Centro, Fortaleza - CE, 60025-060",$,30 min,restaurante
Garfo Self-service,4.6,518 comentários,"R. Major Facundo, 259 - Centro, Fortaleza - CE, 60025-100",$$,45 min,restaurante
Ceará Food,5.0,4 comentários,"R. Gonçalves Lêdo, 1541 - Loja 2 - Centro, Fortaleza - CE, 60110-261",Restaurante de comida caseira,,restaurante
Mandir.amor Restaurante Vegano,4.8,1.904 comentários,"Rua Padre Francisco Pinto, 257 - Benfica, Fortaleza - CE, 60020-290",$,25 min a 1 h,restaurante
Hokkaido,4.3,1.390 comentários,"Rua Torres Câmara, 425 - Meireles, Fortaleza - CE, 60150-060",$$,"45 min a 1,5 h",restaurante
Barraca marisol,4.3,99 comentários,"Av. Rui Barbosa, 50 - Meireles, Fortaleza - CE, 60165-050",Restaurante,1-2 horas,restaurante
Rio Restaurante De Praia,4.3,67 comentários,"R. Dr. Bernardo Feitosa, 510 - Edson Queiroz, Fortaleza - CE, 60835-775",$$,,restaurante
Johnny Rockets,4.5,2.514 comentários,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60811-341",$$,"25 min a 1,5 h",restaurante
Mar de Rosas,4.7,774 comentários,"R. dos Tabajaras, 542 - Praia de Iracema, Fortaleza - CE, 60060-510",$$,"1-2,5 horas",restaurante
Domino's Pizza,4.0,129 comentários,"Av. Coronel Miguel Dias, 1149 - Guararapes, Fortaleza - CE, 60810-160",$$,25 min,restaurante
Empório Divino Restaurante,4.5,634 comentários,"R. Alberto Magno, 100 - Montese, Fortaleza - CE, 60416-135",$$,"25 min a 1,5 h",restaurante
Restaurante Sal & Açúcar,4.3,77 comentários,"R. Olavo Bilac, 125 - Álvaro Weyne, Fortaleza - CE, 60320-000",Restaurante,20 min a 1 h,restaurante
Restaurante Kitanda,4.4,80 comentários,"Av. Tristão Gonçalves, 823 - Centro, Fortaleza - CE, 60015-000",Restaurante,30 min,restaurante
Arupemba Restaurante,4.9,7 comentários,"R. dos Tabajaras, 325 - Praia de Iracema, Fortaleza - CE, 60060-510",Restaurante,,restaurante
Boali,4.2,29 comentários,"Av. Washington Soares, 85 - Loja 728 - Edson Queiroz, Fortaleza - CE, 60811-341",$$,,restaurante
"Carneiro do Ordones Jovita: Churrasco, Pratos Executivos, Cerveja, Restaurante, Delivery Fortaleza CE",4.5,254 comentários,"Av. Jovita Feitosa, 289 - Parquelândia, Fortaleza - CE, 60455-410",Restaurante,"1-2,5 horas",restaurante
Kina Restaurante,4.1,25 comentários,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60810-350",Restaurante,,restaurante
Delicias grill,4.5,11 comentários,"Rua Coronel Linhares, 887 - Meireles, Fortaleza - CE, 60170-240",Restaurante,30 min,restaurante
Irmão Restaurante,4.3,25 comentários,"Av. Almirante Barroso, 911 - Praia de Iracema, Fortaleza - CE, 60060-440",$,,restaurante
Delícias Grill - José Bonifacio,4.5,497 comentários,"R. Eusébio de Souza, 1410 - José Bonifacio, Fortaleza - CE, 60050-110",$,30 min,restaurante
Delicie Do Casal 20,5.0,Um comentário,"Av. Beira Mar - Meireles, Fortaleza - CE, 60165-120",Restaurante de comida caseira,,restaurante
China Gourmet,4.2,568 comentários,"R. Rodrigues Júnior, 1063 - Centro, Fortaleza - CE, 60110-001",$,,restaurante
Fortaleza,,,"Shopping Iguatemi - Edson Queiroz, Fortaleza - CE, 60810-350",,,restaurante
Restaurante,,,"R. Antônio Pompeu, 1710 - Centro, Fortaleza - CE, 60040-000",,,restaurante
Centro Cultural Annapurna,4.7,266 comentários,"R. Paracuru, 34 - Centro, Fortaleza - CE, 60055-161",$,"30 min a 1,5 h",restaurante
Panelada Vip Restaurante,4.5,24 comentários,"R. Gen. Clarindo de Queiroz, 1745 - Centro, Fortaleza - CE, 60035-131",Mercado de produtos agrícolas,,restaurante
Abaeté Boteco,4.6,746 comentários,"R. Barão de Aracati, 2899 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60115-082",$$,,restaurante
Bar & Restaurante,3.4,23 comentários,"Rua Capitão Gustavo - SÃO JOÃO, Fortaleza - CE, 60120-340",Bar,,restaurante
Fortaleza,,,"Vila Bachá, 15 - Meireles, Fortaleza - CE, 60160-050",,,restaurante
Maria Clara Self Service,4.6,70 comentários,"Rua General Bezerril, 503 - Centro, Fortaleza - CE, 60055-100",Restaurante,45 min,restaurante
Cora,4.7,709 comentários,"Rua Padre Luís Figueira, 252 - Aldeota, Fortaleza - CE, 60150-120",$$,"30 min a 1,5 h",restaurante
Choppicanha | Restaurante,4.4,2.502 comentários,"Av. Jovita Feitosa, 191 - Parquelândia, Fortaleza - CE, 60455-410",$$,,restaurante
Papudim Bar e Restaurante,4.5,157 comentários,"Praça Pelotas, 38 - Centro, Fortaleza - CE, 60110-210",Bar,,restaurante
Restaurante Reginaldo grill,4.4,1.192 comentários,"R. Raimundo Arruda, 516 - Parque Araxá, Fortaleza - CE, 60450-500",Restaurante,,restaurante
Erma Restaurantes e Lanchonetes,3.5,2 comentários,"Av. Visconde do Rio Branco, 3066 - Loja 13 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60055-364",Restaurante self-service,,restaurante
"Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE",4.6,609 comentários,"R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081",$$$,"25 min a 1,5 h",restaurante
Porquilo Self-Service,4.6,1.101 comentários,"R. Barão do Rio Branco, 1221 - Centro, Fortaleza - CE, 60025-061",$$,45 min,restaurante
Flores RestôBar,,,"R. Xavier de Castro, 68 - Praia de Iracema, Fortaleza - CE, 60060-660",,,restaurante
Sushi Festas Fortaleza,2.6,5 comentários,"R. Sen. Pompeu - José Bonifacio, Fortaleza - CE, 60025-002",Restaurante asiático,,restaurante
Restaurante Caicó Benfica,4.2,1.841 comentários,"R. Paulino Nogueira, 41 - Benfica, Fortaleza - CE, 60020-270",$$,,restaurante
Fortaleza,,,"Farias Brito, Fortaleza - CE, 60010-730",,,restaurante
Point da Tapioca,5.0,3 comentários,"Av. Duque de Caxias, 101 - Bloco B - Centro, Fortaleza - CE, 60035-111",Restaurante fast-food,,restaurante
Fone Pizza Restaurante,4.6,1.749 comentários,"Av. Jovita Feitosa, 1152 - Parquelândia, Fortaleza - CE, 60455-410",$$,,restaurante
Restaurante,,,"R. Pereira Valente - Meireles, Fortaleza - CE, 60160-250",,,restaurante
"No Alvo Futebol Society, Paintball, Racha, Restaurante Fortaleza",4.4,1.205 comentários,"Av. Comodoro Estácio Brigido, 2263 - Luciano Cavalcante, Fortaleza - CE, 60813-670",Campo de futebol,,restaurante
Restaurante Mangostin,4.4,62 comentários,"Av. Beira Mar, 3980 - Loja 1 - Mucuripe, Fortaleza - CE, 60165-121",Restaurante asiático,,restaurante
Restaurante Lá Na Roça,4.8,4 comentários,"Rua Capitão Antônio de Aguiar, 41 - Aldeota, Fortaleza - CE, 60115-250",Restaurante,,restaurante
Restaurante Comida Cazeira,,,"Av. Pintor Antônio Bandeira, 97 - Cais do Porto, Fortaleza - CE, 60180-476",,,restaurante
Itaparika,,,"Centro, Fortaleza - CE, 60050-080",,,restaurante
Restaurante,,,"Av. Beira Mar, 2340 - Meireles, Fortaleza - CE, 60165-121",,,restaurante
Domino's Pizza - Praia de Iracema,4.3,78 comentários,"Av. Monsenhor Tabosa, 1101 - Meireles, Fortaleza - CE, 60165-065",$$,20-45 min,restaurante
Proeiro Restaurante,4.8,37 comentários,"R. Barão de Aracati, 2706 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60115-082",Restaurante,,restaurante
Restaurante Barãozinho,3.5,2 comentários,"R. Barão do Rio Branco, 1469 - José Bonifacio, Fortaleza - CE, 60025-061",Restaurante brasileiro,,restaurante
Restaurante O Assis,,,"R. Rufino de Alencar, 272 - Centro, Fortaleza - CE, 60060-145",,,restaurante
Juliana's Restaurante,5.0,Um comentário,"R. Sena Madureira, 914 - Centro, Fortaleza - CE, 60055-080",Restaurante self-service,,restaurante
Restaurante almoço,,,"Rua Perboyre e Silva, 130 - Centro, Fortaleza - CE, 60030-200",,,restaurante
Bar e Restaurante Euguimas,,,"R. da Assunção, 119 - Centro, Fortaleza - CE, 60050-011",,,restaurante
Restaurante Águas Bellas,,,"Centro, Fortaleza - CE, 60060-090",,,restaurante
Mjs bisqui,,,"Centro, Fortaleza - CE, 60050-040",,,restaurante
Francilene sousa,,,"Centro, Fortaleza - CE, 60050-040",,,restaurante
Indie Bistrô & Arte,4.5,110 comentários,"R. Marcondes Pereira, 43 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60130-060",$$,,restaurante
Restaurante,5.0,Um comentário,"R. Ímpar, 118 - Álvaro Weyne, Fortaleza - CE, 60335-540",Restaurante sérvio,,restaurante
Padaria Romana (Centro),4.2,865 comentários,"Av. Duque de Caxias, 137 - Centro, Fortaleza - CE, 60035-110",$$,15 min,restaurante
Bolo,,,"Santa rosa - Santa Rosa, Fortaleza - CE, 60703-105",,,restaurante
Restaurante,3.0,Um comentário,"R. Gama, 170 - Vila Velha, Fortaleza - CE, 60349-330",Restaurante,,restaurante
Restaurante,,,"Rua Ministro Antônio Coelho - Vila Velha, Fortaleza - CE, 60347-230",,,restaurante
Pastel Quente,4.6,21 comentários,"Av. Duque de Caxias, 235 - Centro, Fortaleza - CE, 60035-111",Pastelaria brasileira,,restaurante
Fortaleza,,,,,,restaurante
