NOME,TIPO,ENDERECO,LOCAL,PONTUACAO,NUM_COMENTARIO,TEMPO_MIN_M,TEMPO_MAX_M,TEMPO_MIN,TEMPO_MAX,BAIRRO
CafécumBolo,Padaria,"R. Rodrigues Júnior - Centro, Fortaleza - CE, 60060-090",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Padaria,Padaria,"Av. Pasteur - Carlito Pamplona, Fortaleza - CE, 60355-000",Padaria,4.4,8,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Carlito Pamplona
Padaria,Padaria,"Tv. Raimundo, 149 - Jacarecanga, Fortaleza - CE, 60311-040",Padaria,4.5,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Jacarecanga
L'escale Shopping Central,Padaria,"R. Sen. Pompeu, 856 - Centro, Fortaleza - CE, 60025-000",Padaria,4.4,242,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Padaria,Padaria,"Rua Virgílio Brigido, 1128 - Pres. Kennedy, Fortaleza - CE, 60355-050",Padaria,4.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Pres. Kennedy
Panificadora DÁTOLLO,Padaria,"R. Jacaúna, 707 - Barra do Ceará, Fortaleza - CE, 60332-530",Padaria,3.5,15,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Barra Do Ceará
Panificadora Paneva Confeitaria,Padaria,"R. Martins de Carvalho, 1944 - Granja Lisboa, Fortaleza - CE, 60540-178",Padaria,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Granja Lisboa
Eugeni bolos e doces,Padaria,"Alameda Telma, 298 - Cidade 2000, Fortaleza - CE, 60190-290",Loja De Bolos,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Pão de Açúcar,Padaria,"Av. Senador Virgílio Távora, 2270 - Dionísio Torres, Fortaleza - CE, 60170-251",Supermercado,4.4,554,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Dionísio Torres
Padaria Lorenzo,Padaria,"R. Sen. Pompeu, 2354 - Benfica, Fortaleza - CE, 60025-002",Padaria,3.4,10,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica
Padaia,Padaria,"Rua Tulipa - Barra do Ceará, Fortaleza - CE, 60330-520",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Barra Do Ceará
Romana,Padaria,"R. Major Facundo, 566 - Centro, Fortaleza - CE, 60025-100",Padaria,0.0,0,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Centro
Trigobia Comercio De Trigo Ltda,Padaria,"R. Manoel Arruda, 120 - Messejana, Fortaleza - CE, 60842-090",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Messejana
Wg Bolos,Padaria,"Av. Duque de Caxias, 455A - Centro, Fortaleza - CE, 60035-110",Loja De Bolos,4.3,10,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
IMPERIO DO BOLO GOURMET,Padaria,"R. Barão do Rio Branco, 1308 - Centro, Fortaleza - CE, 60025-060",Loja De Bolos,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
IMPERIO DO BOLO,Padaria,"R. Edgar Borges, 74 - Centro, Fortaleza - CE, 60050-000",Doceria,4.6,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Casa do Chocolate,Padaria,"Av. Duque de Caxias, 425 - Centro, Fortaleza - CE, 60035-111",Loja,4.5,842,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Centro
Lanches,Padaria,"R. da Assunção, 25 - Centro, Fortaleza - CE, 60050-010",Cafeteria,4.5,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Padaria Benfica,Padaria,"Benfica, Fortaleza - CE, 60020-181",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica
Ceiça Bolos,Padaria,"Rua Solon Pinheiro, 831 - José Bonifacio, Fortaleza - CE, 60050-040",Loja De Bolos,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Chocolates Paloma,Padaria,(85) 99944-2291,Padaria,4.6,16,0.0,0.0,0 days 00:00:00,0 days 00:00:00,2291
Deliciale_Confeitaria,Padaria,"R. Floriano Peixoto, 171 - Centro, Fortaleza - CE, 60025-130",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Santa Maria Café,Padaria,"(Dentro do Hospital São Camilo) 280, R. Nogueira Acioli - Centro, Fortaleza - CE",Cafeteria,2.8,36,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Mercearia O Bené,Padaria,"R. Vinte e Cinco de Março, 150 A - Centro, Fortaleza - CE, 60060-120","Mercado Em Fortaleza, Ceará",3.0,5,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Bomboniere,Padaria,"R. Pedro Borges, 192 - Centro, Fortaleza - CE, 60055-110",Doceria,4.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Rei dos Chocolates,Padaria,"R. Pedro Borges, 192 - Centro, Fortaleza - CE, 60055-110",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
kit festa fortaleza ''CACAU FESTA'',Padaria,"bela cruz - Farias Brito, Fortaleza - CE, 60011-120",Confeitaria,1.7,41,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Farias Brito
Amarú Cosméticos & Baby,Padaria,"R. Pedro Pereira, 151 - Centro, Fortaleza - CE, 60035-000","Loja De Cosmético Em Fortaleza, Ceará",4.8,17,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
MALHY Cozinhas Industriais,Padaria,"Rua 24 de Maio, 1019 - Centro, Fortaleza - CE, 60035-110","Loja De Artigos Domésticos Em Fortaleza, Ceará",4.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Pão de Açúcar (São Gerardo),Padaria,"Av. Bezerra de Menezes, 1498/1548 - São Gerardo, Fortaleza - CE, 60325-001",Supermercado,4.3,1995,20.0,20.0,0 days 00:20:00,0 days 00:20:00,São Gerardo
Jotacê Carnes & Grill - Benfica,Padaria,"Av. Domingos Olímpio, 387 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60040-081",Açougue,3.9,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza)
super Uchôa,Padaria,"Fortaleza - Zone 1, Fortaleza - CE",Supermercado,4.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Zone 1
Fortaleza Ceará,Padaria,"Av. da Abolição - Meireles, Fortaleza - CE, 60125-160",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Nova Oriental,Padaria,"R. Edgar Borges, 32 - Centro, Fortaleza - CE, 60050-000","Loja Em Fortaleza, Ceará",3.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Paraíba Importados,Padaria,"Centro, Fortaleza - CE, 60050-000","Loja Em Fortaleza, Ceará",4.9,10,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
#Gôndolas - Instalações Comerciais,Padaria,"R. Pedro Borges, 30 - Centro, Fortaleza - CE, 60055-110",Moveleiro,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
"Óticas Boris Loja 07: Óculos de Grau, Óculos de Sol e Alianças em Fortaleza CE",Padaria,"R. Pedro Pereira, 554 - Loja 07 - Centro, Fortaleza - CE, 60035-000","Ótica Em Fortaleza, Ceará",5.0,40,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Máxima Fidelidade,Padaria,"Palácio do Progresso - R. do Pocinho, Nº 33 - Loja 3 - Centro, Fortaleza - CE, 60055-110",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Super Lagoa,Padaria,"Rua Solon Pinheiro, 136 - Centro, Fortaleza - CE, 60050-040",Supermercado,0.0,0,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Centro
Leve & natural,Padaria,"R. Barão do Rio Branco, 2027 - José Bonifacio, Fortaleza - CE, 60025-061",Lanchonete,4.3,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Lanchonete Hiper Lanche,Padaria,"Rua General Bezerril, 593 - Centro, Fortaleza - CE, 60055-100",Lanchonete,4.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Fortaleza,Padaria,"R. Esperança - Vicente Pinzon, Fortaleza - CE, 60181-200",Armazém,4.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon
Esquina das Variedades,Padaria,"R. Pedro Pereira, 732 - Centro, Fortaleza - CE, 60035-000","Loja De Variedades Em Fortaleza, Ceará",5.0,3,10.0,60.0,0 days 00:10:00,0 days 01:00:00,Centro
Remap Elétrica e Iluminação Ltda Me,Padaria,"R. Pedro 1, 619 A - Centro, Fortaleza - CE, 60035-100","Loja De Iluminação Em Fortaleza, Ceará",4.4,18,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Dr. Visão - Ótica em Fortaleza,Padaria,"R. Pedro Pereira, n° 530 - Loja 01 - Centro, Fortaleza - CE, 60035-000","Ótica Em Fortaleza, Ceará",4.3,18,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Shopping Dos Livros,Padaria,"Rua General Bezerril, 420 - Centro, Fortaleza - CE, 60055-100","Livraria Em Fortaleza, Ceará",3.3,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
PRN Comércio de Confecções,Padaria,"Av. Duque de Caxias, 235 - Centro, Fortaleza - CE, 60035-110",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Condomínio do Edifício Atlantic Hills,Padaria,"R. Gothardo Moraes, 155 - Papicu, Fortaleza - CE, 60190-801","Complexo De Condomínio Em Fortaleza, Ceará",4.7,15,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu
Construmix,Padaria,"Condomínio Edifício Gal Tiburcio - loja 4, R. São Paulo, 32 - Centro, Fortaleza - CE","Loja De Ferragens Em Fortaleza, Ceará",4.5,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
j alves e oliveira ltda,Padaria,"R. Sen. Pompeu, 940 - Centro, Fortaleza - CE, 60025-000","Loja Em Fortaleza, Ceará",3.0,1,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Centro
Pão de Açúcar,Padaria,"Shop. Aldeota - Av. Dom Luís, 500 - Lj.40 - Aldeota, Fortaleza - CE, 60160-230",Supermercado,4.4,840,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Aldeota
Elétrica Fortaleza,Padaria,"R. Pedro 1, 639 - Centro, Fortaleza - CE, 60035-100","Loja De Materiais Elétricos Em Fortaleza, Ceará",5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
