,NOME,TIPO,ENDERECO,LOCAL,PONTUACAO,NUM_COMENTARIO,TEMPO_MIN_M,TEMPO_MAX_M,TEMPO_MIN,TEMPO_MAX,BAIRRO,LATITUDE,LONGITUDE
327,Q do Q Self Service Salgados e Lanches,Delivery De Comida,"Rua General Tertuliano Potiguara, 297 - Aldeota, Fortaleza - CE, 60135-280",Restaurante Self-Service,3.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.742511337296,-38.502247475021
328,Sal e Açucar,Delivery De Comida,"Avenida Imperador, 1473 - Farias Brito, Fortaleza - CE, 60015-052",Delivery,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Farias Brito,-3.734137990388,-38.53644098087
329,Porquilo Self-Service,Delivery De Comida,"R. Barão do Rio Branco, 1221 - Centro, Fortaleza - CE, 60025-061",Delivery De Comida,0.0,0,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro,-3.729144060135,-38.529068237262
330,Pizza Prime,Delivery De Comida,"R. Barão de Aratanha, 873 - José Bonifacio, Fortaleza - CE, 60050-071",Delivery De Pizza,4.0,141,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.740538998386,-38.528938004062
331,Republic Pizzaria Delivery,Delivery De Comida,"R. Waldery Uchôa, 188 - Benfica, Fortaleza - CE, 60020-110",Delivery De Pizza,4.4,54,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica,-3.743627981163,-38.538560009812
332,Jotacê Carnes & Grill - Cocó,Delivery De Comida,"Alameda das Angélicas, 340 A - Cocó, Fortaleza - CE, 60192-085",Açougue,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cocó,-3.748616009834,-38.471542000059
333,Salty salgados,Delivery De Comida,"R. dos Cajueiros, 1409 - Manuel Dias Branco, Fortaleza - CE, 60190-620",Lanchonete,3.7,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco,-3.756898108391,-38.469742189445
334,"Açailândia Conceito: Açaí, Cremes, Milk Shake, Pizzas, Delivery em Fortaleza CE",Delivery De Comida,"R. Conegundes Rodrigues, 425 - Montese, Fortaleza - CE, 60410-226",Loja De Açaí,4.8,1240,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Montese,-3.763259175931,-38.542869134218
335,Talita Lanches e Refeições,Delivery De Comida,"Av. Antônio Sales, 1001 - loja 6 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60135-100",Restaurante,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora,-3.742402002095,-38.512909961172
336,Restaurante Estação do marisco Fortaleza Ceará,Delivery De Comida,"R. Frederico Borges, 404 - Meireles, Fortaleza - CE, 60175-040",Restaurante De Frutos Do Mar,5.0,20,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.733080990488,-38.489352035564
337,Lucio Lanches,Delivery De Comida,"B - R. Rodrigues Júnior, 1432 - Centro, Fortaleza - CE, 60060-001",Lanchonete,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.737048983451,-38.522759032679
338,Quentinha do Chef,Delivery De Comida,"R. Antônio Drumond, 165 - Monte Castelo, Fortaleza - CE, 60325-700",Restaurante,3.9,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Monte Castelo,-3.728649017275,-38.546853986823
339,Tropical Restaurante,Delivery De Comida,"R. da Assunção, 16 - Centro, Fortaleza - CE, 60050-010",Delivery De Comida,0.0,0,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro,-3.730318985754,-38.527188030317
340,Comida D'Cozinha,Delivery De Comida,"Av. Pres. Castelo Branco, 2435 - Carlito Pamplona, Fortaleza - CE, 60312-060",Lanchonete,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Carlito Pamplona,-3.713393995405,-38.549620014871
341,Picanha's Food Truck,Delivery De Comida,"Av. Desembargador Moreira, 2355 - Aldeota, Fortaleza - CE, 60170-172",Restaurante,4.0,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.746745001407,-38.501672008308
342,Flavio Lanches,Delivery De Comida,"Rua Governador Sampaio, 431 - Centro, Fortaleza - CE, 60055-050",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729016018905,-38.524134000076
343,Amigos Sushi,Delivery De Comida,"R. Vilebaldo Aguiar, 2222 - Cocó, Fortaleza - CE, 60192-035",Restaurante De Sushi,3.3,15,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cocó,-3.74702516978,-38.467890747253
344,Lanchonete Hiper Lanche,Delivery De Comida,"Rua General Bezerril, 593 - Centro, Fortaleza - CE, 60055-100",Lanchonete,4.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.728649981194,-38.526678997337
345,Marmitaria e churrasquinho Rosana,Delivery De Comida,"Miguel calmont 526, Fortaleza - CE, 60821-200",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Miguel Calmont 526,-3.727775343631,-38.464252129897
346,BM Log Express,Delivery De Comida,"R. Nogueira Acioli, 996 - Centro, Fortaleza - CE, 60110-140",Serviço De Entrega,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.732741984414,-38.517733997906
347,Amazon Delícia,Delivery De Comida,"R. Sen. Pompeu, 1579 - Centro, Fortaleza - CE, 60025-001",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.732480008031,-38.531237998293
348,Food Brazil,Delivery De Comida,"R. Major Facundo, 833 - Centro, Fortaleza - CE, 60025-100",Restaurante,0.0,0,30.0,60.0,0 days 00:30:00,0 days 01:00:00,Centro,-3.730354986028,-38.528904979364
349,Cantinho Da Tica,Delivery De Comida,"R. Cel. Ferraz, 284 - Centro, Fortaleza - CE, 60060-150",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729183992245,-38.523611975146
350,Restaurante Compasso Gourmet,Delivery De Comida,"R. Pedro 1, 349 - Centro, Fortaleza - CE, 60035-100",Delivery De Comida,0.0,0,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro,-3.731267020912,-38.527778032482
351,Zoá Gastrobar,Delivery De Comida,"R. Visc. de Mauá, 2217 - Dionísio Torres, Fortaleza - CE, 60125-161",Restaurante,0.0,0,45.0,120.0,0 days 00:45:00,0 days 02:00:00,Dionísio Torres,-3.745181540391,-38.502264617038
352,Brazinha Grill 2,Delivery De Comida,"Rua General Bezerril, 590 - Centro, Fortaleza - CE, 60055-100",Restaurante,0.0,0,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro,-3.728592020333,-38.526789973735
353,Hanna's Restaurante | Self Service | Centro,Delivery De Comida,"R. Major Facundo, 736 - Centro, Fortaleza - CE, 60025-100",Delivery De Comida,0.0,0,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro,-3.729469982781,-38.528402987182
354,Acarajé da Ieda,Delivery De Comida,"Esquina da Praça do Ferreira com, R. Floriano Peixoto - Centro, Fortaleza - CE, 60025-230",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.728283985391,-38.527452982276
355,Macarronada É Massa,Delivery De Comida,"R. Gen. Sampaio, 1235 - Centro, Fortaleza - CE, 60020-030",Restaurante Italiano,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.72940598695,-38.531383005218
356,Mercantil Vegano,Delivery De Comida,"R. Major Facundo, 1826 - José Bonifacio, Fortaleza - CE, 60025-101",Fabricante De Alimentos,4.4,18,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.738901189081,-38.531440302576
357,Play Lanches,Delivery De Comida,"R. Liberato Barroso, 675 - Centro, Fortaleza - CE, 60030-160",Lanchonete,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.726883998014,-38.533443025562
358,Catina Primu's Self-service,Delivery De Comida,"R. da Assunção, 35 - Centro, Fortaleza - CE, 60050-010",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.730477990457,-38.527285008937
359,Bambs Bar e Restaurante,Delivery De Comida,"R. Floriano Peixoto, 1166 - Centro, Fortaleza - CE, 60025-131",Bar,4.7,30,25.0,90.0,0 days 00:25:00,0 days 01:30:00,Centro,-3.732584991368,-38.528819986865
360,Restaurante Sabores Maia,Delivery De Comida,"R. Gen. Murilo Borges, 571 - Cais do Porto, Fortaleza - CE, 60180-010",Restaurante Familiar,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cais Do Porto,-3.7129633432,-38.465974479166
361,Irmão Lanches,Delivery De Comida,"Av. Visconde do Rio Branco, 1719 - Centro, Fortaleza - CE, 60055-170",Delivery De Comida,0.0,0,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Centro,-3.735919019084,-38.524160989804
362,"Pecorino Bar & Trattoria: Massas, Vinhos, Delivery, Fortaleza CE",Delivery De Comida,"R. Frederico Borges, 585 - Meireles, Fortaleza - CE, 60175-040",Restaurante Italiano,4.8,12,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.734662990894,-38.489120024484
363,Tios Comidas Caseiras,Delivery De Comida,"Av. Dolor Barreira, 259 - Vicente Pinzon, Fortaleza - CE, 60181-140",Restaurante,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon,-3.72678299608,-38.473648037051
364,Maria Clara Self Service,Delivery De Comida,"Rua General Bezerril, 503 - Centro, Fortaleza - CE, 60055-100",Restaurante,0.0,0,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro,-3.727703999601,-38.526931963175
365,Restaurante Nonas,Delivery De Comida,"Rua Conselheiro Tristão, 236 - Centro, Fortaleza - CE, 60050-100",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.736427004326,-38.52578800103
366,Jotacê Carnes & Grill - Benfica,Delivery De Comida,"Av. Domingos Olímpio, 387 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60040-081",Açougue,3.5,8,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora,-3.737774018076,-38.527561025008
367,Giappone Sushibar,Delivery De Comida,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055",Restaurante De Sushi,4.1,33,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu,-3.742328615642,-38.471450178313
368,Carioca's Restaurant e Pizzaria,Delivery De Comida,"Rua Tavares Coutinho, 1782 - Varjota, Fortaleza - CE, 60160-140",Pizzaria,4.8,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Varjota,-3.732529000255,-38.486483999755
369,Point do Pesk Pag,Delivery De Comida,"Av. Nila Gomes de Soárez, 403 - Cidade 2000, Fortaleza - CE, 60190-630",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.752123727787,-38.468127792795
370,L'escale Shopping Central,Delivery De Comida,"R. Sen. Pompeu, 856 - Centro, Fortaleza - CE, 60025-000",Delivery De Comida,4.4,242,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.726268011949,-38.52935802123
371,VóBisa Festas&Eventos,Delivery De Comida,"R. Barão de Aratanha, 363 - José Bonifacio, Fortaleza - CE, 60050-071",Empresa De Organização De Eventos,5.0,21,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.736159998801,-38.527446025297
372,Restaurante Amaral (o goiano),Delivery De Comida,"Av. César Cals, 953 - Vicente Pinzon, Fortaleza - CE, 60182-035",Restaurante,0.0,0,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Vicente Pinzon,-3.726394997782,-38.461840030952
373,Açaiteria Sabor a Vida,Delivery De Comida,"R. Antônio Pompeu, 584 - Centro, Fortaleza - CE, 60040-000",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.735386013861,-38.52900396964
374,Bar e Restaurante Dois Irmãos,Delivery De Comida,"R. Pero Coelho, 136 - Centro, Fortaleza - CE, 60055-170",Restaurante,0.0,0,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro,-3.733832962395,-38.520756460469
375,Empório Errejota,Delivery De Comida,"R. Floriano Peixoto, 1063 - Centro, Fortaleza - CE, 60025-131",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.731626017826,-38.528663999647
376,Self Service Robinho comida caseira,Delivery De Comida,"Rua Torres Câmara, 648 - Aldeota, Fortaleza - CE, 60150-060",Restaurante Self-Service,4.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.735791128385,-38.506670660847
377,Neto e Lurdinha Frituras em Geral,Delivery De Comida,"Av. Beira Mar, 4699 - box 02 - Mucuripe, Fortaleza - CE, 60165-120",Restaurante De Frutos Do Mar,2.7,9,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Mucuripe,-3.721728400407,-38.478918022932
378,Restaurante e Lanchonete Cartaxo,Delivery De Comida,"Rua Bárbara de Alencar, 940 - Centro, Fortaleza - CE, 60140-025",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.737047857864,-38.517204784554
379,Ed jú Lanches,Delivery De Comida,"R. Floriano Peixoto, 1474 - José Bonifacio, Fortaleza - CE, 60025-131",Lanchonete,5.0,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.735223991673,-38.529765968458
380,Geladinho do Maia,Delivery De Comida,"R. Jaime Benévolo, 695 - José Bonifacio, Fortaleza - CE, 60050-081",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.738320015249,-38.52741802974
381,Yaking food,Delivery De Comida,"R. Fiscal Vieira, 3472 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60120-170",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora,-3.751732988167,-38.516299016083
382,"Iaçá: Açai, Distribuidora, Polpa, Açai do Pará, Açai Iaça, Belém, Fortaleza CE",Delivery De Comida,"R. Sen. Alencar, 652 - Loja 2 - Centro, Fortaleza - CE, 60030-050",Delivery,5.0,8,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.723551981954,-38.531956997948
383,Cafeteria Prosa e Queijos,Delivery De Comida,"Av. Dr. Aldy Mentor, 430 - Cidade 2000, Fortaleza - CE, 60191-106",Cafeteria,4.9,40,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Cidade 2000,-3.757067504839,-38.448340103495
384,Comidart Comércio e Serv de Restaurante,Delivery De Comida,"R. Maria Tomásia, 388 - Aldeota, Fortaleza - CE, 60150-170",Restaurante Fast-Food,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.735134011942,-38.498375992523
385,Cucina di Maria,Delivery De Comida,"Rua Visconde de Cairu, 431 - Praia do Futuro, Fortaleza - CE, 60182-130",Restaurante De Comida Para Viagem,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia Do Futuro,-3.726744788066,-38.464397387087
386,Skina do Açaí,Delivery De Comida,"R. Pedro 1, 357 - Centro, Fortaleza - CE, 60035-100",Lanchonete,4.8,6,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.731557116294,-38.527818197583
387,Boteco da Valdeci,Delivery De Comida,"em frente a areninha - R. dos Cajueiros, 120 - Cidade 2000, Fortaleza - CE, 60190-270",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.775102182457,-38.457175668011
388,Master Alimentos,Delivery De Comida,"Av. Dom Manuel, 1196 - Centro, Fortaleza - CE, 60060-091",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.734495981473,-38.523192041797
389,Dimaias Comércio,Delivery De Comida,"R. Joaquim Magalhães, 272 - Benfica, Fortaleza - CE, 60040-160",Delivery De Pizza,2.5,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica,-3.738153005828,-38.533259964796
390,doceteria Maria Bonita,Delivery De Comida,"R. Barão do Rio Branco, 1958 - José Bonifacio, Fortaleza - CE, 60025-062",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.735397999983,-38.531109000803
391,Iphome_estacio,Delivery De Comida,"Av. Duque de Caxias, 101 - Centro, Fortaleza - CE, 60035-111",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.733246994081,-38.525625978841
392,Padoca Café Centro,Delivery De Comida,"R. Major Facundo, 981 E - Centro, Fortaleza - CE, 60025-100",Lanchonete,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.731584988409,-38.529275040389
393,Água e Gelada AM,Delivery De Comida,"R. Rodrigues Júnior, 535 - Centro, Fortaleza - CE, 60050-180",Fornecedor De Água Engarrafada,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729388862489,-38.520173750744
394,PlastMax Embalagens,Delivery De Comida,"Loja de Embalagens Descartáveis Embalagens Descartáveis para Alimentos Embalagens Descartáveis Produtos Descartáveis com Melhor Preço - R. Gen. Clarindo de Queiroz, 1606 - Centro, Fortaleza - CE, 60035-131",Empresa De Embalagens,4.8,41,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.730259013237,-38.538275025104
395,Casa do Alfajor,Delivery De Comida,"R. Dragão do Mar, 10 - Centro, Fortaleza - CE, 60060-390",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.721902004314,-38.520911996495
396,Jambalera confeitaria vegana,Delivery De Comida,"Av. Domingos Olímpio, 391 - José Bonifacio, Fortaleza - CE, 60040-081",Confeitaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.737862991978,-38.527703014448
397,Damião do Guaraná,Delivery De Comida,"R. da Assunção, 81 - Centro, Fortaleza - CE, 60050-010",Delivery De Comida,4.7,361,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Centro,-3.73086900624,-38.527416018083
398,Matsurya,Delivery De Comida,"R. Frederico Borges, 280 - Meireles, Fortaleza - CE, 60175-040",Restaurante Japonês,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.732096996965,-38.489252961469
399,Cozinha Boa Restaurante e Lanchonete,Delivery De Comida,"R. Dep. Matoso Filho, 1318 - Antônio Bezerra, Fortaleza - CE, 60351-360",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Antônio Bezerra,-3.734235010917,-38.595473970564
400,La Mandolina Cozinha Experimental,Delivery De Comida,"Condomínio do Edifício Cearense - R. Barão de Aratanha, 186 - loja 1 - Centro, Fortaleza - CE, 60050-070",Curso De Culinária,3.7,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.734617980073,-38.526963982045
401,Rose's Cafeteria & Restaurante,Delivery De Comida,"R. Pedro Borges, 33 - Loja 01 - Centro, Fortaleza - CE, 60055-120",Cafeteria,4.8,19,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Centro,-3.72809361114,-38.527797644792
402,IMPERIO DO BOLO,Delivery De Comida,"R. Edgar Borges, 74 - Centro, Fortaleza - CE, 60050-000",Doceria,4.6,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729583012746,-38.52721803753
403,Mercado dos Peixes (Centro),Delivery De Comida,"Rua General Bezerril, 630-698 - Centro, Fortaleza - CE, 60135-050",Restaurante,4.2,17,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.728954608118,-38.526716997962
404,Vínise,Delivery De Comida,"R. Marcelino Lopes, 4200 - Lagoa Sapiranga (Coité), Fortaleza - CE, 60833-075",Loja De Bebidas Alcoólicas,4.9,11,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Lagoa Sapiranga,-3.791885992415,-38.463561003312
405,Espaço Herbalife EVS JG Vida Saudável,Delivery De Comida,"Condomínio Edif Palácio Progresso - R. Pedro Borges, 33 - Sala 805 - Centro, Fortaleza - CE, 60055-110",Restaurante,4.7,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.72809361114,-38.527797644792
406,Padaria Romana (Centro),Delivery De Comida,"Av. Duque de Caxias, 137 - Centro, Fortaleza - CE, 60035-110",Delivery De Comida,4.2,865,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Centro,-3.733000985222,-38.525689010753
407,Consultoria Íntima Sex shop e Consultoria Sexual em Fortaleza somente delivery,Delivery De Comida,"Av. Nila Gomes de Soárez - Cidade 2000, Fortaleza - CE, 60190-630",Sex Shop,5.0,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.752123727787,-38.468127792795
408,Ds Festas,Delivery De Comida,"R. Barão do Rio Branco, 2035 - Centro, Fortaleza - CE, 60025-062",Confeitaria,3.1,50,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.736056985211,-38.531306981356
409,Liv Up - Fortaleza,Delivery De Comida,"Rua Afonso Celso, 300 - Aldeota, Fortaleza - CE, 60140-190",Delivery,5.0,5,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.736206979368,-38.5089859732
410,Refeicões da Hora,Delivery De Comida,"R. Rodrigues Júnior, 935 - Centro, Fortaleza - CE, 60060-001",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.733022987718,-38.521330002007
411,Talher Eventos & Ocasiões por Silvia Gonçalves,Delivery De Comida,"R. José Romero de Barros, 31 - Centro, Fortaleza - CE, 60055-161",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.731182698967,-38.524645715265
412,Restaurante Comida Cazeira,Delivery De Comida,"Av. Pintor Antônio Bandeira, 97 - Cais do Porto, Fortaleza - CE, 60180-476",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cais Do Porto,-3.71786301663,-38.467107973279
413,Do seu jeito,Delivery De Comida,"Av. Dom Luís, 798 - Meireles, Fortaleza - CE, 60160-230",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.734226000371,-38.494167019843
414,Indie Bistrô & Arte,Delivery De Comida,"R. Marcondes Pereira, 43 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60130-060",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora,-3.74638198118,-38.51610103553
415,Complexo Crocobeach,Drive Thru,"Av. Clóvis Arrais Maia, 3125 - Praia Do Futuro, Fortaleza - CE, 60182-324",Drive Thru,4.6,32492,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia Do Futuro,-3.733939949413,-38.456152981522
416,McDonald's,Drive Thru,"Av. Santos Dumont, 6060 - Cocó, Fortaleza - CE, 60192-022",Drive Thru,0.0,0,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Cocó,-3.742684011228,-38.478382974154
417,McDonald's,Drive Thru,"Av. Santos Dumont, 1710 - Aldeota, Fortaleza - CE, 60150-160",Drive Thru,0.0,0,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Aldeota,-3.733195511818,-38.5078792466
418,"Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE",Drive Thru,"R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081",Drive Thru,4.6,615,25.0,90.0,0 days 00:25:00,0 days 01:30:00,Aldeota,-3.730310017117,-38.511139032669
419,McDonald's,Drive Thru,"Av. Dom Luís, 1200 - Loja 01 - Aldeota, Fortaleza - CE, 60160-230",Drive Thru,0.0,0,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Aldeota,-3.735810012434,-38.490155021888
420,"Habib's Aldeota: Esfirra, Kibe, Sanduíche, Delivery, Fortaleza CE",Drive Thru,"Av. da Abolição, 1780 - Meireles, Fortaleza - CE, 60165-080",Drive Thru,0.0,0,20.0,60.0,0 days 00:20:00,0 days 01:00:00,Meireles,-3.725755778142,-38.500695411559
421,Dunada Burger,Drive Thru,"M dias branco - R. dos Cajueiros, 1421 - Fortaleza, CE, 60190-620",Hamburgueria,5.0,21,0.0,0.0,0 days 00:00:00,0 days 00:00:00,620,-3.75608198054,-38.469564960557
422,"Habib's Treze de Maio: Esfirra, Kibe, Sanduíche, Delivery, Fortaleza CE",Drive Thru,"Av. Treze de Maio, 1746 - Fátima, Fortaleza - CE, 60040-531",Drive Thru,0.0,0,15.0,60.0,0 days 00:15:00,0 days 01:00:00,Fátima,-3.745944410904,-38.533172763387
